,Title,Scope 1,Scope 2 (location based),Scope 2 (market based),Purchased goods and services,Capital goods,Fuel-and-energy-related activities (not included in Scope 1 or 2),Upstream transportation and distribution,Waste generated in operations,Business travel,Employee commuting,Upstream leased assets,Downstream transportation and distribution,Processing of sold products,Use of sold products,End of life treatment of sold products,Downstream leased assets,Franchises,Investments,Other (upstream),Other (downstream)
48,Mazda Motor Corporation - Climate Change 2018,0.37018302673771414,1.6791728757731637,0.0,12.308795413043264,0.16044442886123195,0.23244595383658556,0.07287603742444695,0.012417531909556233,0.029861467148013576,0.00883502763990585,0.0,0.11254239648612725,0.0,83.90688136955296,1.1055444715870224,0.0,0.0,0.0,0.0,0.0
49,General Motors Company - Climate Change 2020,0.6137673352931495,1.6918349690095758,1.4369788645934396,17.569221822514788,1.7750199984022823,0.12447658690351468,1.3319060047892692,0.0003683298973829431,0.015463292159417457,0.04748907481981342,0.0038906293248720312,0.7420793406459327,0.046613036520901575,73.40487797969863,1.1345858101926312,0.007899016111695632,0.053527909122713435,0.0,0.0,0.0
50,Hyundai Motor Co - Climate Change 2018,6.827367135564802,15.244972624467273,15.01936816880675,6.63713816070374,0.0018032922679375426,0.45677176904427513,0.0,0.43865362140702163,2.5007504269543546,0.23259629424465028,0.0,6.345164323890662,1.2851161287444983,41.86628558746516,0.05051100931384216,0.009616428082958726,0.0,3.083885029042066,0.0,0.0
51,SUBARU CORPORATION - Climate Change 2019,1.2429014778085594,0.0,1.2037564426353144,26.738423978126093,1.341515447170079,0.28406344779898973,4.191531605736273,0.1022181493754634,0.01602418434199465,0.04323574344727122,0.0,0.0,0.01451403291615215,62.62405499756107,2.0048251327563036,0.0,0.19293536032643177,0.0,0.0,0.0
52,Ferrari - Climate Change 2019,90.10713719898605,9.128445817490494,0.7644169835234474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Mitsubishi Motors Corporation - Climate Change 2018,0.3026483183587161,1.03388646313307,1.0583503023647345,14.759771526647171,0.7482204100915845,0.11266725999984321,2.5536341001669314,0.0400143208617664,0.009997278350621492,0.034113254644215996,0.0,0.0,0.0,77.46596318697605,1.8687978464360069,0.0,0.011935731969287131,0.0,0.0,0.0
54,BMW AG - Climate Change 2018,0.8401599329712934,2.1135075058903885,0.6867160127382069,22.562338331525428,0.0,0.0,1.979977786848369,0.0,0.22746625338605936,0.18842549422058052,0.0,0.0,0.0,69.74232292490153,1.6590857575181486,0.0,0.0,0.0,0.0,0.0
55,Toyota Motor Corporation - Climate Change 2018,0.635883346018506,1.2854662391792742,0.0,14.939989074540966,0.9499231565631561,0.23412395454743423,0.20800167807550987,0.028807744146608177,0.03442281292094706,0.17235819802970653,0.0,0.0021972008247413016,0.2612227647192436,80.30476054319492,0.90597914006833,0.0,0.0,0.03686414717065962,0.0,0.0
56,"Honda Motor Co., Ltd. - Climate Change 2020",0.4048497090301065,1.1231314508577148,1.2374035461484707,13.45145807422612,0.3558759539054968,0.16226637531287333,0.9827400195005004,0.06856325717445352,0.09272364303592762,0.05778903104703939,0.0,0.041790937706333575,0.00016291935871453478,80.64345010519057,1.345145807422612,0.0,0.0,0.0326491700830731,0.0,0.0
57,Toyota Motor Corporation - Climate Change 2019,0.60851175123478,1.2477411042589337,0.0,14.575330688286758,0.9958617089953545,0.22536531271808666,0.20780963832074706,0.029561183076117277,0.03596888512887759,0.15761994231641258,0.0,0.0015006885848472106,0.3348917589582053,80.63533252736251,0.9029381190034661,0.0,0.0,0.04156669175489496,0.0,0.0
58,BMW AG - Climate Change 2019,0.7678965709245258,2.0321076005395446,0.7110260507931194,22.733302989012415,0.0,0.0,2.0645037713467413,0.0,0.20994477034374184,0.18033397586200797,0.0,0.0,0.0,69.64703737605406,1.653846895123849,0.0,0.0,0.0,0.0,0.0
59,Fiat Chrysler Automobiles NV - Climate Change 2020,0.8238571177352115,1.7878108983145922,1.8363798172283252,20.994859816659766,0.55080737907241,0.04025925437220492,0.6159076652806095,0.001050870925626494,0.01818162385915409,0.007005806170843293,0.0,0.5442795245669997,0.0,72.02344721891407,0.6584336871605361,0.0,0.09771931973964587,0.0,0.0,0.0
60,Mitsubishi Motors Corporation - Climate Change 2019,0.15262235876078006,0.9628189671604674,1.037102213457364,15.854771496751344,0.9361927228109611,0.04730541694821233,2.9358312566647475,0.04444907607253819,0.009354918507537764,0.03166103345538082,0.0,0.0,0.0,76.28875147456013,1.671143247563062,0.0,0.02799581728748037,0.0,0.0,0.0
61,SUBARU CORPORATION - Climate Change 2018,1.2012844493465977,0.0,1.1634487517742846,24.793786373487176,1.5853037027058237,0.27975786787964985,4.282219060101446,0.09839292583667168,0.014911438336590394,0.0402311358560703,0.0,0.0,0.014360935797679353,64.3054222497416,2.0292104860233766,0.0,0.1916706231130271,0.0,0.0,0.0
Mean,,0.6014277176850744,1.2244541374632782,1.0594588557042353,14.754832204295466,1.4364829628264761,0.9040616789886537,0.8743850020460817,0.1793937505046958,0.07224388613405329,0.12905208689911288,0.0015177843233856773,0.328432113245083,0.1480604179761885,75.7906880819472,0.8212790319659002,1.0687102959045869,0.3247032526763957,0.28081673941414115,0.0,0.0
